HOG,error,coef_(Intercept)_Estimate,coef_(Intercept)_StdErr,coef_(Intercept)_z.value,coef_(Intercept)_p.value,coef_orb_weavingTRUE_Estimate,coef_orb_weavingTRUE_StdErr,coef_orb_weavingTRUE_z.value,coef_orb_weavingTRUE_p.value,p_adj_bonferroni
N5.HOG0067190,,-0.018991914483139,0.130345326876801,-0.1457046058973,0.88415458519703,0.333971781338172,0.0577512543369602,5.78293554265596,7.3408196302450805e-09,8.78182252366219e-05
N5.HOG0046623,,0.220495798562708,0.137349109830702,1.60536751082328,0.108412949950429,-0.488168305947102,0.0845514207236244,-5.77362629473478,7.75834050897935e-09,9.281302750891997e-05
N5.HOG0064479,,0.32737448791812,0.173449121342392,1.88743814545982,0.0591014185455431,-0.768656393138542,0.13315243106376,-5.77275523246341,7.798568695186751e-09,9.32942773005191e-05
N5.HOG0065673,,0.299057973771835,0.108060848696643,2.76749606706656,0.0056488727035698,-0.346022490094443,0.060114413451636,-5.75606531323523,8.609708567374121e-09,0.00010299794359149661
N5.HOG0060139,,-0.0612978256135936,0.19210488481444,-0.319085200112444,0.749661906134344,0.497291668579451,0.0866843606901004,5.7368095538858,9.647663610734781e-09,0.00011541499977522019
N5.HOG0059821,,0.40124073055625,0.165530869276682,2.42396316958611,0.0153521623750314,-0.671761384116845,0.117528911656056,-5.71571177382065,1.09245772498941e-08,0.0001306907176404831
N5.HOG0060588,,6.61705709215106,0.178638779054877,37.0415490251326,2.45663303252314e-300,-1.96017754132295,0.343398719824314,-5.70816787647257,1.14198755127484e-08,0.00013661597075900913
N5.HOG0067048,,0.27129285237741,0.151793833549633,1.78724554241331,0.0738978114599806,-0.565107037983785,0.0990851227973392,-5.70324809648377,1.17545700564381e-08,0.000140619921585169
N5.HOG0019899,,0.644670539964337,0.142014966175174,4.53945494145413,5.63998306492189e-06,0.358895575731714,0.0630055114390143,5.69625684380174,1.22466342828236e-08,0.00014650648592541871
N5.HOG0047839,,0.397957699192135,0.2321949103161,1.71389501453918,0.0865480088405736,0.60911146646281,0.107224783170647,5.68069664914515,1.34147216938588e-08,0.00016048031562363282
N5.HOG0060905,,0.0180085829195823,0.231097772550657,0.0779262505251314,0.937886717999851,0.605118335624873,0.106618043447822,5.67557156421664,1.38226340366179e-08,0.00016536017098005992
N5.HOG0059333,,0.201354569586825,0.164032154687226,1.22753108968644,0.219623044037209,0.415059436954535,0.0731412350463714,5.67476658948113,1.38877883764941e-08,0.00016613961234799893
N5.HOG0067678,,0.205845187320771,0.120519905835052,1.70797666903672,0.087640671655637,-0.392369938700546,0.0692119872024199,-5.66910378621273,1.43546396765285e-08,0.00017172455445031045
N5.HOG0062997,,-0.199257760251667,0.236259634020367,-0.843384698693344,0.39901332672461,0.620025005400133,0.109386024479075,5.6682287189141,1.44281284353495e-08,0.00017260370047208608
N5.HOG0056527,,-0.0503443673257145,0.312650790338106,-0.161024276545955,0.872074280220537,0.881844123073224,0.155829234312209,5.65904162312973,1.52220637289259e-08,0.00018210154838914057
